Gene,logFC,NegativeLogPValue
BC064078,-0.666413,0.077079445
Pde4b,-0.4225882,0.077138916
Thap2,-0.2658059,0.07718134
Gm26532,-0.4487136,0.07720951
Gm26773,0.5988447,0.07727421
Psma2,0.26908138,0.07730708
Gm9785,-0.6674905,0.077322714
Grhl1,-0.61539286,0.07738285
Ttc9c,0.2906785,0.077403024
Platr8,-0.6620331,0.07744137
Azin2,-0.33087823,0.07748663
Itga1,0.30329773,0.07749722
Raver2,-0.27410933,0.07749728
Nr1h3,-0.28351367,0.07750244
Gm15931,-0.6784795,0.077648036
Gm16279,0.6147936,0.07764978
Astn2,-0.378705,0.077782035
Acp2,0.26199788,0.07795918
Megf6,-0.2955583,0.07806698
Hepacam,0.2865491,0.07811108
Ppdpf,0.268891,0.07819395
Gm26749,-0.47406662,0.07822633
Il17d,0.46051273,0.0782423
Dnah17,-0.32857388,0.07826493
Tubb6,0.29852897,0.07834405
Ppat,-0.34477934,0.07835621
Far1os,0.41143098,0.07839255
Sccpdh,0.25490567,0.07841542
Dgkg,0.6005704,0.07843954
Kank1,-0.29251474,0.07847905
Smurf1,-0.28480628,0.07849974
Atg13,-0.27611786,0.07850025
Gle1,-0.24509446,0.07862849
Mrpl41,0.39298305,0.07873081
Adcy4,-0.44891396,0.07875551
Foxd1,0.3253069,0.07884636
Ikbip,0.28635478,0.07898153
Hist1h4c,-0.26154062,0.07908589
Epb41l4a,0.33549625,0.07910982
Nfe2l1,-0.29188854,0.07914171
Nfkbiz,-0.3512273,0.079157606
Ndufs2,0.24027455,0.07915953
Edc3,-0.30728617,0.07934983
Cask,0.2607552,0.07937752
Zfp960,-0.5695363,0.079392724
Kdsr,0.24650735,0.07948681
Tspan14,0.23872885,0.07954938
Scn9a,-0.5450917,0.07954942
Cnih1,0.2560625,0.07958482
2700016F22Rik,-0.649301,0.07976838
Cyp4f16,0.36996558,0.07978209
Folr2,0.6186723,0.079825096
Stmn2,-0.34531972,0.07986732
Atp6v0d1,0.2464677,0.07990827
Gm14327,-0.6445552,0.07996207
Csmd1,-0.27907348,0.080067225
Dgki,-0.4381568,0.08009925
Cdiptos,0.6262419,0.08024126
Pigt,0.25361082,0.080315866
1110065P20Rik,0.3487222,0.08033003
Nck2,0.26808453,0.08033133
Dlg2,-0.5599373,0.08038335
Socs7,-0.29609725,0.08040594
Msr1,0.5675363,0.08047187
Lin52,-0.3562429,0.08053104
Pak4,-0.28429592,0.08054004
Zfp12,-0.24769107,0.08055315
Tmed2,0.24770127,0.080560096
Tmed2,0.24770127,0.08056499
Atp5f1,0.23863511,0.08057424
Zfp287,-0.26434886,0.08062606
B430010I23Rik,-0.3141441,0.08068639
Ets2,-0.31094798,0.08069357
Maea,0.25457978,0.080698274
Tm9sf2,0.26675677,0.080728956
Uqcr10,0.26909995,0.080738574
Akap8l,-0.26957652,0.080770485
Tstd3,-0.5964612,0.08079836
Nxpe2,0.39915565,0.080811165
Ddx3x,-0.29194778,0.08085741
Gm21092,-0.2748013,0.080869466
Rtn2,0.88159406,0.08087121
Shtn1,0.32119802,0.080910824
Rgs12,0.3003573,0.080957
Sh3bp5l,0.24600737,0.08102318
Fadd,0.4039434,0.0810447
Elac1,-0.30934298,0.08106705
Cep128,-0.24410461,0.081088796
Zfp692,-0.2547598,0.081092924
Gm16091,-0.43907526,0.08111087
Cenpf,0.8549179,0.08114187
Spry4,0.4427868,0.08115924
BC004004,0.26804477,0.08118463
Tbc1d20,0.24584357,0.081257954
Ndel1,-0.23846562,0.08131545
Jpt1,0.30781522,0.08132136
Adamts3,0.6684535,0.08136746
Gas5,-0.23886219,0.08143115
Heatr5a,0.27057025,0.081435494
D10Wsu102e,-0.24430563,0.08150203
Aftph,-0.24216193,0.0816435
Tspan17,0.27089855,0.081699416
4930419G24Rik,-0.314207,0.08170502
Zfp366,-0.391308,0.08174888
Wfikkn1,-0.42416242,0.081766
Dock8,0.30562937,0.081767164
Cavin2,-0.28252622,0.08183174
Rassf1,-0.28913775,0.08190641
Tmem35b,0.47858107,0.081907205
Clptm1l,0.2552199,0.082054414
Dcp1b,-0.25567785,0.082103655
Pcdhb5,0.6359858,0.08212678
Gm11655,-0.30675304,0.082191356
Dchs1,0.38550678,0.08222665
Adipor2,-0.32125515,0.08223134
Gm14421,-0.68126816,0.08229418
Fzd10,0.6273219,0.08237918
Gm22204,-0.61158407,0.08239308
Lifr,-0.27497858,0.08240131
Homer3,-0.26957822,0.08241492
Cdkn2c,-0.38282531,0.08243907
Aga,0.3257766,0.082474545
4930556N13Rik,-0.7948645,0.08256776
4930522L14Rik,-0.40561256,0.08259593
Rasl10a,-0.50702554,0.082696356
Zfp41,0.32707068,0.082737714
Dtnb,-0.25178728,0.08275914
Rpain,-0.36313403,0.082778804
AI467606,-0.4781798,0.08285178
Tmem182,1.0221964,0.08295842
Retnla,0.92671716,0.08297247
Clec14a,0.49060774,0.08301343
Med26,-0.27649888,0.08308222
Dab2ip,-0.28553066,0.08309741
Trim17,-0.4428396,0.08329711
Sf3b6,0.3262091,0.083306186
Zmynd8,-0.27285585,0.08348246
Gm11703,-0.67451257,0.08349419
Syne4,-0.5404749,0.08353567
Trmt13,0.35571715,0.08364009
Nr4a2,-0.27798778,0.08369412
Zfp94,-0.34673953,0.08374362
Osbpl11,-0.2571086,0.08376371
Atp2a3,-0.29583383,0.08376936
Vps51,-0.34016842,0.08398511
Nat10,-0.23878174,0.08400383
Ptpro,0.5086913,0.08409664
Txndc5,0.2713566,0.08421254
Espn,-0.3829345,0.08426205
Stxbp5l,-0.66337717,0.08428268
Dmac2,-0.2722959,0.084295474
Tlr13,-0.60635555,0.08433526
Eda2r,-0.5030115,0.0843436
Syngr1,-0.2490333,0.084351845
Csnk1g3,0.28656548,0.08435814
Mmab,0.24731569,0.084379286
Fasn,0.46773568,0.08444354
Nhsl1,0.31272766,0.0844455
Glt28d2,0.5475104,0.08456443
Xrcc6,0.2737736,0.08459414
Rom1,0.31114706,0.08461676
Tmem253,0.4314898,0.08473448
Prr11,0.59153676,0.08477809
Shd,0.6873043,0.084833175
Lrtm2,0.32836357,0.0849323
Ube2d1,0.29859656,0.08494165
Plpbp,-0.32471585,0.08496261
Ccdc73,-0.36354142,0.084976785
Ccdc73,-0.3635415,0.08499801
Ephx3,0.62712204,0.08503507
Gm9825,0.51953024,0.085113816
Tspan9,0.28532326,0.08515331
Themis2,0.39671022,0.08520338
Fam207a,-0.26595107,0.08521459
Rps6,-0.26866665,0.08523368
Rps6,-0.26866665,0.085261166
Scn7a,-0.27202386,0.08526943
Rgs9,-0.57824177,0.08533325
Adam8,-0.47693247,0.085442245
Zbtb48,-0.2890687,0.08545446
Dennd1c,0.39032048,0.085481115
Ythdc1,-0.25435337,0.08550419
Taok2,-0.26372272,0.08552498
Tcf7l1,-0.23007882,0.08553621
C2,0.39206332,0.085573
Hars2,0.27174962,0.085597485
Zc3h6,-0.3132344,0.08566082
Etv3,-0.24105266,0.08568123
Cdhr3,-0.5627567,0.085746564
Marf1,-0.27048972,0.0858149
Lpxn,0.52072155,0.085846886
Mrpl12,0.32097727,0.08596295
Senp8,-0.34160727,0.08602554
Vcl,0.2807848,0.08613501
1700120C14Rik,0.7516726,0.08613551
Ushbp1,0.43999565,0.086153075
Slc8a2,0.60437095,0.0861711
Shisa6,-0.5686799,0.08624511
Il16,-0.3030963,0.08632912
Abcb4,0.87132895,0.086449146
Mpi,-0.47314236,0.086510345
Lclat1,0.24843107,0.0865205
Slc39a5,0.5473247,0.086522706
Elovl1,0.30841747,0.08655425
Atp6v0c-ps2,0.4201289,0.08663162
Colec12,0.29249036,0.08663482
Gbp4,0.4416913,0.08669252
Gnat2,-0.5725239,0.08678728
Fhl3,0.41899937,0.08682742
Hebp2,0.5857255,0.08685058
Sbk3,-0.57949424,0.086878166
Nap1l5,-0.52872664,0.08696578
Tmem150a,0.27702236,0.08698143
2510009E07Rik,0.25345558,0.08704899
5033426O07Rik,0.70738494,0.087079644
Zbtb5,0.24995515,0.087139025
Cygb,0.3094741,0.08713976
Lrp5,-0.2406453,0.087228484
Gpatch8,-0.26582778,0.08729864
Eif2ak3,0.22918433,0.08733817
Lancl3,-0.5146317,0.08741553
Gipc1,0.2533423,0.08745458
Vstm2l,-0.41575724,0.087507166
Pla2g3,-0.48730367,0.087511845
Commd6,0.38349056,0.087534636
Runx3,-0.5934495,0.08753592
Smcr8,-0.25884348,0.08754526
Pag1,0.25375244,0.08763292
Pianp,-0.6215218,0.08770277
Scd1,0.45181733,0.08786239
Borcs7,0.3865662,0.08789203
Gm15374,-0.52321327,0.087969266
Cpsf2,0.26262492,0.0879753
Gm10643,0.6672631,0.08798214
Coprs,0.3346862,0.08820401
Brk1,0.25367793,0.088276364
Slc12a2,-0.27323702,0.08829824
Gm17092,-0.49526444,0.08829864
Gm16184,-0.5301615,0.088320315
Clec11a,0.36553684,0.08832559
Fam110b,0.40015414,0.08833693
Chst7,0.54426616,0.08844665
Gm27000,0.6878338,0.08846173
Smo,0.2588625,0.08850377
Tjap1,-0.23398145,0.08855542
Rps21,-0.23510538,0.08868156
Atg2a,-0.289489,0.0887186
Kcnk1,-0.46513984,0.08874333
Galnt11,0.2839299,0.08874843
Ly6a,-0.3305792,0.08879844
Mindy4,-0.3286314,0.088811316
Tada2a,0.27026173,0.088840656
Bik,-0.56140363,0.08888758
Ly6g6d,0.4998275,0.08893551
Ppp2r2b,-0.33359614,0.08899139
Gm13597,0.5692934,0.08913017
Smn1,-0.3150873,0.08917315
Zfp706,0.25947827,0.08917608
Gid8,0.24322928,0.08931738
Gm24357,-0.62927544,0.08932499
Nudt1,0.46955094,0.08935943
Aspn,0.4236927,0.08939044
Cngb1,-0.48344576,0.08946625
Thpo,-0.6615087,0.08947906
BC030499,-0.49434975,0.08955498
5830444B04Rik,0.58136034,0.089608826
Klf16,0.2724182,0.08967748
Gm25803,0.6972768,0.08972188
4933413L06Rik,-0.39259756,0.08983381
Cxcr4,-0.46273556,0.08986686
Ubl5,0.25374484,0.089890756
Itgav,-0.26805007,0.0899065
Cenpt,0.34736326,0.089935966
Klb,-0.7361298,0.08995112
Pard6g,-0.26588455,0.09002783
Pink1,-0.2810438,0.090099305
Gm11511,-0.6477252,0.09014829
Sgpl1,0.26082236,0.09015341
6330403L08Rik,0.24620606,0.09021737
Dnajc7,-0.26590797,0.090245225
Gm23209,-0.6057604,0.09027127
Cldn20,0.5640343,0.09027673
Bean1,0.24511735,0.090312816
Coro1a,0.31420162,0.09050908
Slc39a11,0.31937063,0.09053034
Susd2,0.30459136,0.09057682
Lgi1,0.32378098,0.09063576
Ocrl,0.25293654,0.090691745
Fth1,-0.30128556,0.090698905
Cnnm4,-0.26800397,0.0907162
Sec23a,0.23433599,0.09089284
Irak2,-0.26325625,0.09097527
Timp3,-0.28093705,0.091016345
Lrfn2,0.5680342,0.09106778
P2ry12,0.39230978,0.091103606
Ccdc148,-0.57506156,0.091167234
Cherp,-0.25090104,0.0912944
Foxj2,-0.2684131,0.09132787
Cyren,-0.31351835,0.091362916
Cmpk1,0.25038284,0.09138337
Tmsb4x,0.2644295,0.09147343
Jpx,-0.36914924,0.09153503
Kansl3,-0.26856482,0.09157669
H1fx,0.35788983,0.091644324
Smad2,0.2356043,0.091697425
Slc4a11,-0.53881824,0.091712266
Man2b1,0.25195605,0.09172195
Gm6104,0.48822078,0.091759495
Zfp712,-0.41996306,0.091799155
Acrbp,-0.31353223,0.09182877
Lig3,0.26334208,0.091831855
Cd48,0.5795011,0.09189593
Prr5,-0.24324998,0.09198472
Stx6,0.26230302,0.09200271
Poll,0.28954026,0.09201977
Cabyr,-0.38761398,0.092050225
Rinl,-0.40578836,0.09208808
Zer1,-0.2676913,0.09211055
Ripor1,-0.25408277,0.09214472
Agtr1a,0.37302133,0.09214599
Fas,-0.36038584,0.092148796
Kyat3,-0.41844562,0.092183515
Akap2,-0.55813164,0.092253946
Shmt2,0.2364764,0.09242047
Bcat2,-0.30501574,0.0924819
Mospd2,0.25131682,0.09248195
Slc9a3r1,-0.34433162,0.09255813
Gm11604,0.5983489,0.09256753
Tpi1,0.2978412,0.09259845
Clic1,0.25246733,0.09260536
Ifnk,0.43771473,0.0926249
Mrpl36,0.32263952,0.09263141
Gm27252,-0.4274516,0.092640854
Cep192,0.25602904,0.09266807
Rps19-ps4,-0.6118039,0.09278793
Mtln,0.36572647,0.092812635
Zdhhc2,-0.25664583,0.09283197
Gtf2h1,0.24749199,0.09295528
Slc25a47,-0.40492988,0.09299473
Gstm3,-0.5899639,0.09309736
Txlng,-0.28964692,0.09313258
Trp53tg5,-0.6957206,0.09326756
C230034O21Rik,0.4829456,0.09335446
Usp31,-0.24963428,0.09336578
Adrb3,-0.8334568,0.09341822
Sod3,0.25923938,0.09350318
Plcd3,-0.24453686,0.093640156
Rbms3,0.24515317,0.09365414
Kmt2d,-0.31419605,0.09371808
Slit2,0.29530364,0.093723714
Stk11,-0.26639774,0.09380132
Ppan,-0.29241621,0.09382097
Acsl5,0.29413697,0.093911
Usp43,0.47528183,0.094028644
1600002K03Rik,-0.5132829,0.094037354
Rab15,-0.5842182,0.094064884
AI597479,-0.23439929,0.09410679
Wipf2,-0.25289863,0.09419762
Ak6,-0.45007703,0.094227076
Setdb2,-0.3356249,0.09425287
Ak6,-0.45007765,0.094275154
Oaz3,-0.35407004,0.094310656
Crls1,0.3208255,0.09437832
Ccdc3,0.35218862,0.094452105
Prdm8,-0.5562782,0.09455086
Zfp740,-0.2674107,0.094611175
Lrg1,0.4904958,0.09468407
Grin3b,-0.54699284,0.09468848
Ctla2a,-0.70181453,0.09472597
Esd,0.24501683,0.09475282
Scfd1,0.24117647,0.09482527
Lage3,0.37079313,0.09498976
Tsc22d2,-0.25008547,0.09506289
Gm14853,-0.5699496,0.095077775
S100a6,0.26621482,0.09512787
Traip,-0.36255684,0.0951461
4833439L19Rik,0.26286444,0.0951806
Col20a1,-0.40338904,0.09518513
9330104G04Rik,0.55898994,0.09519366
Pex19,0.25582477,0.095292136
Gm10250,0.4133112,0.09531801
Zfyve16,0.2640373,0.0955127
Tdrkh,-0.23018762,0.09560821
Nckap5,0.54303455,0.09563254
Gm7308,-0.6038084,0.09564723
Hoxa9,0.39103398,0.09566469
Cenpm,0.45915696,0.09573191
Prrc1,0.24599476,0.09581348
Dennd3,-0.30742788,0.095959105
Paxbp1,-0.23356268,0.0959716
Stat2,0.2247391,0.09604149
Hoxa5,-0.40879297,0.09605761
Gm1821,0.2721521,0.096127614
Pura,-0.2570449,0.09616542
Calm1,0.25973392,0.096273705
Apoh,-0.58263505,0.09630118
Syt3,0.42829168,0.09637028
Zc3h12b,-0.2649995,0.09637168
Nsmce3,0.28148386,0.096394405
Ndufs3,0.24711774,0.09643156
Sgtb,-0.3364812,0.09643275
Ppargc1a,-0.31606084,0.096533336
Dgka,-0.26224607,0.09654052
Chsy1,0.35354114,0.09656238
Ppm1d,-0.26685342,0.096582256
Ly96,0.5607974,0.096626736
Slc6a2,0.50503004,0.096636996
Atg4d,-0.29334128,0.09668053
Clec9a,-0.5641193,0.096830815
Kmt2a,-0.26623565,0.09691655
Tspan1,-0.47098646,0.09692242
Agbl5,0.27774936,0.09703784
Gm4117,0.4108779,0.09704481
Tbrg1,0.2301266,0.09704974
Bcl2l13,0.24824135,0.09705796
Hoxaas2,0.45829403,0.097129345
Cyb5b,0.27694348,0.09720184
Itgal,-0.6225243,0.09721117
Zdbf2,-0.45845234,0.09722618
Tnip2,-0.24449305,0.09724315
Mitd1,-0.36947381,0.0973106
Gm12577,0.48103642,0.09738044
Aoc3,0.46728778,0.09744742
Nrg2,-0.5369896,0.097573735
Crabp2,0.5303426,0.09759601
Prr14,-0.2603305,0.09766617
Vangl2,0.31711417,0.097668
44449,0.31263793,0.09778819
Micu1,0.23557264,0.09779656
Clvs1,-0.2998492,0.097885326
Pcdh11x,-0.25391844,0.09789081
Gm18821,0.54239494,0.09790414
Slc1a4,0.40396807,0.09792583
Ugt1a2,-0.58644766,0.09793481
Tpp1,0.23236717,0.09794515
Kctd12,0.3235446,0.09801072
Pcnx4,-0.25933552,0.09802966
Npm2,-0.6569145,0.09807833
Camkmt,0.3762087,0.09817846
Rbfox2,0.24343006,0.09819762
Polr1c,-0.30288538,0.09820927
Ube4bos1,-0.42475858,0.09822744
Blm,0.3355622,0.09836854
Vwa1,-0.26242596,0.09839781
Zfp24,-0.26589346,0.09844001
Has1,-0.46684036,0.09844297
Yes1,0.23674813,0.098468155
Rnaset2a,0.3387395,0.098669365
Noc3l,-0.2826786,0.098823145
Rpl37rt,-0.3850985,0.09883668
Fam227a,-0.3605175,0.09885127
Rpl38-ps1,-0.44910154,0.098975256
Gpr18,-0.4439608,0.09898452
Neat1,-0.3069071,0.09900219
Arf4,0.2374802,0.09900823
Tmeff1,0.34300444,0.09911007
Tagln2,-0.26010892,0.09913767
Ada,-0.3876219,0.09913977
Vsig2,-0.3867831,0.09925116
Ldlrad3,0.313509,0.09926552
Pla2g4b,-0.28576592,0.09942256
Arf2,0.24333504,0.09946817
Rpl13a-ps1,0.5604582,0.09947607
Taf5,-0.32086995,0.099598125
H2-T10,-0.46855322,0.09960209
Gm12696,0.35583282,0.09960786
Lamb3,0.47776186,0.099627234
G2e3,-0.26735446,0.099752516
Gm22107,0.57046664,0.09981807
Alpk2,0.73599494,0.0999299
Mef2d,-0.2773762,0.099983096
Slc26a10,-0.6646855,0.10001058
Trpv6,-0.38101628,0.10008422
Gstm7,0.3897365,0.1001653
Gm26407,-0.57499,0.10019654
Six1,-0.46813136,0.100293085
Tomm5,0.3590264,0.10030272
Tomm5,0.35902634,0.100308955
Gm13572,-0.4927268,0.10031712
Cage1,-0.33223584,0.100334354
Pdzd7,-0.32029665,0.10033817
Adam10,0.2719717,0.100363225
Arhgap44,0.3561779,0.10036684
Gm25278,-0.62371576,0.100391895
Vwa7,0.71543556,0.10049803
BC031181,0.2537711,0.10070146
Tmem214,0.27305433,0.10073097
Rprd2,-0.26719153,0.10078584
Atxn7l1os1,-0.41752616,0.10088365
Gm13171,-0.47268903,0.100973316
Btbd6,-0.23310539,0.10102853
Lair1,0.5372422,0.101091005
Tjp2,-0.2593522,0.101120174
2810468N07Rik,0.26962018,0.101294
Gm6611,-0.35177505,0.10138131
Slc24a3,0.34689394,0.10147127
Gm10571,-0.64268464,0.101503946
Ube2n,0.22937365,0.10153207
Usp49,-0.2769349,0.10156773
Zfp367,-0.31134754,0.101589754
Pccb,0.23386797,0.101650804
Gm26559,0.652013,0.101665825
Tmc4,-0.36606595,0.10172323
Pcyox1l,-0.26496416,0.10173492
Dcun1d4,0.22785684,0.10174638
Gm13498,-0.6121752,0.101845376
Gm28791,-0.44308355,0.1018477
Uso1,0.224956,0.10194442
Dlk2,-0.70843554,0.10196527
Myo19,0.3069742,0.102028884
Brsk2,-0.24078393,0.10216225
Lrrfip1,0.25437558,0.10217647
Hhat,0.3179724,0.10217881
Zfp704,0.24947709,0.10224554
Armcx1,0.26138616,0.10225481
Asap3,0.2652152,0.10226843
Anks1,-0.26549512,0.10229174
Gse1,-0.25891328,0.10233921
Gm25761,-0.5899551,0.102344856
Ubald2,-0.24409917,0.10242097
Dhfr,-0.36333436,0.10243432
Taldo1,0.2622561,0.102446996
Abcb1b,-0.3511679,0.10246026
Zfp820,0.5133443,0.10251129
Taf3,-0.2530712,0.10256926
Mecp2,-0.2578539,0.102625586
Gm16035,0.44417143,0.10274284
Tnc,-0.31839004,0.102763675
0610039K10Rik,-0.40494588,0.10277675
Als2,0.26094857,0.10284221
Pigk,0.22179213,0.10286321
Sf3a2,-0.2625122,0.102918446
Camk4,0.424377,0.10302762
Tyw3,-0.3592028,0.103082836
Hist1h2bn,0.6230469,0.10310646
Ccdc80,0.46778363,0.10315822
Tsr2,-0.2560527,0.103275284
Traf3,0.26681373,0.103374034
Zfp105,0.37028822,0.10348791
Dcbld2,0.2643397,0.103542626
Selenow,-0.26217517,0.10354836
B230354K17Rik,0.24676506,0.10357125
Vma21,0.25968722,0.10357884
A230107N01Rik,0.6812931,0.103677236
Ccdc106,-0.4860352,0.103711165
Cyp39a1,0.28480598,0.10382107
Ufc1,0.27980423,0.10390395
Slc16a9,0.409713,0.103994794
Pigyl,0.3993579,0.10408887
Gamt,0.24828349,0.10409194
Zfp956,-0.34204257,0.10410698
Fahd1,0.4141466,0.10417675
Plcb3,-0.26474455,0.104288496
Heatr3,0.25316522,0.10447822
Snora30,0.61799884,0.104487255
Atp7a,-0.26095217,0.10450446
Dse,0.28219348,0.104512684
Sh3gl2,0.48948553,0.10452829
Stx3,-0.33315906,0.10464949
Xpnpep2,0.42436722,0.10471584
Fam151b,0.42429054,0.10472782
Mkrn2,-0.22896223,0.10473257
Hist1h3c,0.7557168,0.104902916
Gm15828,-0.44591555,0.1049499
Ankrd53,-0.5944611,0.10496549
Gm6900,0.3574115,0.10497554
Fam234a,0.32019344,0.105039574
B4gat1,0.22478844,0.1050523
Fmnl1,0.2789879,0.105083585
Serping1,0.2802062,0.10512263
Pla2g16,0.27168587,0.105138645
Tbcd,0.22721906,0.10515339
Casc4,0.24051401,0.10524485
Adra1a,0.49179313,0.105365776
Dock11,0.22776252,0.10555781
Fut4,0.49508393,0.10555875
Rnf180,-0.4300315,0.10561448
Mlkl,-0.38247323,0.1056207
Bzw1,0.24758753,0.105648845
Fbxo31,-0.24947736,0.10566381
Zfand2a,0.22675893,0.105722666
Foxk1,-0.25812602,0.10579322
Rsad1,-0.28998595,0.10586203
Gm7580,0.61146045,0.10592259
Rara,-0.24161965,0.10595284
Itgb1,0.25471163,0.105983205
Gosr2,0.24082564,0.10601235
Gcsh,0.26378453,0.10624399
Ankrd34a,-0.5183444,0.106247604
Zfp574,-0.25959438,0.10632312
Rplp1,-0.24844453,0.10632826
Zbtb45,-0.2495547,0.1064465
Dnajb13,-0.599791,0.10652532
Gm18406,0.3611871,0.10657527
Ptk2,0.22868012,0.10659508
Pdia3,0.2569016,0.10667567
Gm26835,-0.4270689,0.10667715
Klhl30,0.62062675,0.106690876
Nsun2,-0.22235991,0.10677225
Arhgap17,0.23643513,0.10677287
Creb3l2,0.25091064,0.10690962
Map1lc3a,0.24587841,0.10691655
Slc16a3,0.53606516,0.106959194
Gm28719,-0.35012057,0.1070138
Gm8991,0.7071737,0.1070216
Zfp609,-0.26010862,0.10720198
Gm29183,-0.3593846,0.10720517
Shmt1,-0.49733394,0.10724482
Cltrn,0.602679,0.10728093
Tbc1d4,0.2619991,0.10732496
Mepce,-0.2502951,0.1073939
Epm2a,-0.25002804,0.107415445
Maf1,-0.22130446,0.1074581
Ifi211,-0.60555494,0.10748184
Rab3a,-0.25867084,0.10748938
Pld3,0.22240642,0.1075793
Gm13351,-0.4341898,0.10763815
Gm16439,-0.61118495,0.10764071
Pet100,0.38686952,0.10766005
S1pr4,-0.49172446,0.10788701
Guk1,-0.26810068,0.10790453
Vopp1,0.30582422,0.10793587
Gm8623,0.5263214,0.10796969
Map7d2,-0.41490558,0.10800092
Exosc9,0.32368165,0.10804429
Zfp52,-0.4084431,0.10808843
1700096K18Rik,0.35287917,0.108137324
Stat3,-0.26095963,0.10814126
Ankrd12,-0.25071618,0.10821778
Emc1,-0.25266963,0.10826875
Srek1ip1,0.28303126,0.108309604
Bmp1,0.2643811,0.108315475
Wdr90,-0.23285268,0.10845911
Rpl18a,-0.2475551,0.10850199
Omp,-0.4065858,0.108536474
Scn2b,-0.34415242,0.108626746
Ttc1,-0.2472334,0.10868053
Mib1,-0.24321263,0.10869718
Kcnma1,0.4947263,0.108740844
Dhrs4,0.2887488,0.10876768
Dact2,0.6972397,0.1088294
Mars,0.22065693,0.108834125
Phc3,-0.24561284,0.108840264
Impa2,0.4175983,0.10885018
Camsap2,-0.26219004,0.10885863
Wdr76,-0.32603905,0.10887591
Samd10,-0.35218075,0.10893548
Pgf,-0.43605518,0.10903525
Abcb8,0.22141828,0.10907074
C3ar1,0.36792412,0.10920302
Ank,0.25198638,0.10920364
Mkln1os,-0.4560257,0.10925221
Gm16045,0.56711817,0.10929082
Zfp385b,-0.2649251,0.109352425
Mcts1,0.3358414,0.10938826
Plekhb1,-0.25752532,0.10941677
Arg2,-0.5913849,0.10942728
Fgfr2,0.3938464,0.10947369
Cdca7,0.47838113,0.10968757
Tspan4,-0.27342382,0.10972973
Brd4,-0.27230445,0.109767295
Gm9752,-0.3949253,0.10980723
Fzd2,0.29244804,0.10986334
Pdcl3,-0.22783329,0.10988245
Ankef1,-0.68982434,0.10989962
Rnf150,0.27312273,0.10998931
Gpr27,-0.263694,0.110138185
Mrpl10,0.23720673,0.110142075
Tmem184a,-0.5935501,0.11014929
Ppara,-0.29953074,0.11019704
Morn1,-0.28909487,0.11020069
Fam178b,0.25286695,0.11021637
Mapre2,-0.22671743,0.11021916
Nsun3,0.3165622,0.110367924
Gm20430,-0.5492329,0.110368855
Gm23638,0.65305644,0.11050534
Echdc1,0.30676875,0.11056669
Gm14066,-0.73888975,0.11060015
Gm16755,-0.61047024,0.11060437
Ube2f,0.22015412,0.11063305
St3gal6,0.23331909,0.110864
Gm17056,-0.51613337,0.1108641
Gm12791,0.6091061,0.110880926
D8Ertd738e,0.24225813,0.11090421
Armc5,0.22805871,0.110922076
C4b,-0.27097836,0.1109282
Tpd52-ps,0.5617521,0.11097447
Prkdc,0.22054608,0.11109387
Lif,-0.25799155,0.111108184
Gps2,-0.22179951,0.11128991
Gm12963,0.3406251,0.11134359
Ankrd60,-0.25213355,0.111382775
Igdcc3,-0.6017881,0.1113913
Mmp24,-0.4602164,0.11139636
Acat3,0.46589985,0.11142393
Bcas1os2,0.2673698,0.111449026
Mt3,-0.44352776,0.111476116
Rprd1a,-0.26356223,0.111496866
Fth-ps2,-0.4308012,0.11158763
Ntn1,0.32726505,0.111653544
Tmem70,0.29715586,0.11168127
Eps15l1,-0.22168879,0.1117629
Slc10a7,0.25373316,0.11177387
Gm5141,-0.3834785,0.11187665
Prdx6,-0.3556879,0.111941434
Serpinb1a,0.46336725,0.1119884
Ndp,0.39577323,0.112049535
Slc27a6,0.6964476,0.112150215
Kbtbd8,-0.3969627,0.11227009
Asap1,0.26079065,0.11231587
Zfp677,0.3743222,0.11245926
Prdx3,0.24582663,0.11253752
Asap2,-0.24529171,0.11255357
Mmgt1,0.24516156,0.112672344
Zcchc18,-0.28872597,0.112742126
Immp2l,-0.48833123,0.112984814
Slc9a5,0.45086607,0.112993784
Gm23178,0.5489926,0.11301905
Amot,-0.24285764,0.11303494
Aurka,0.6118704,0.11309243
Sphk1,-0.6148083,0.11315573
Hlf,-0.29782128,0.11321298
Myo1b,0.27007762,0.113235846
Cd163,-0.6144737,0.11334388
Tagln3,-0.4006482,0.11336058
Sipa1l2,-0.24219345,0.11344717
Pfdn4,0.42944777,0.11348099
Rhoq,-0.22619267,0.113485426
Cgref1,0.35207865,0.11354035
Zfp263,-0.22312054,0.11355178
Rmrp,-0.23682779,0.113742754
Pygo1,0.22648135,0.11387958
Yipf3,0.21609046,0.11394143
Snhg18,0.25216293,0.113963224
Ublcp1,0.26542392,0.11401631
Masp2,-0.5681037,0.1140936
Prr13,-0.22233568,0.114119165
Gna14,0.35981554,0.11414311
Paip2b,-0.23948915,0.11418339
Tead4,-0.22329605,0.11420933
Bud13,-0.2576642,0.11426528
